1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1
1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,1
1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,3,3,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,1,1,2,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,80,81,82,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,83,84,85,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,0,0,0,86,87,88,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,90,91,92,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,0,0,2,93,94,95,2,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,96,97,98,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
